a,a,a,a,a
0.018356323,1.764648438,0.666666667,2,0.916992188
0.009407043,1.747070313,0.666666667,2,0.95199585
0.039367676,1.8359375,0.666666667,2,0.962005615
0.018676758,0,0.666666667,1,0.970001221
0.013427734,1.90234375,0.666666667,2,1.004001617
0.011161804,1.747070313,0.666666667,2,0.946990967
0.027191162,1.698242188,1.333333333,2,1.233032227
0.01499176,0,1.333333333,2,1.304931641
0.009147644,1.439453125,0.666666667,2,0.946990967
0.01222229,1.698242188,1.333333333,1,1.224975586
0.011878967,1.334960938,0.666666667,1,1.050994873
0.007694244,0,0.666666667,2,0.934020996
0.007377625,1.8828125,0.666666667,2,1.003000259
0.009552002,1.78125,0.666666667,1,1.002000809
0.006614685,1.763671875,1.333333333,2,1.114990234
0.02482605,1.799804688,0.666666667,2,1.01600647
0.025848389,1.8359375,0.666666667,1,1.119018555
0.008583069,1.747070313,0.666666667,2,0.972000122
0.018493652,1.682617188,2,2,1.234008789
0.019226074,1.532226563,0.666666667,2,1.026000977
0.013259888,1.698242188,0.666666667,2,1.011001587
0.012374878,1.787109375,0.666666667,2,0.963989258
0.017272949,1.760742188,1.333333333,1,1.162963867
0.009155273,1.776367188,0.666666667,2,0.954986572
0.016586304,1.283203125,0.666666667,2,0.941009521
0.010673523,1.82421875,0.666666667,1,0.944000244
0.011352539,1.82421875,0.666666667,2,1.049987793
0.008979797,1.7109375,1.333333333,2,1.126953125
0.019561768,1.760742188,1.333333333,2,1.173950195
0.014060974,1.825195313,0.666666667,1,0.938995361
0.017593384,1.698242188,0.666666667,2,0.959014893
0.020095825,1.704101563,2,2,1.154052734
0.007125854,1.283203125,1.333333333,2,1.073974609
0.018127441,1.735351563,0.666666667,2,1.032989502
0.021850586,1.912109375,2,2,1.225952148
0.009674072,1.698242188,0.666666667,2,0.988998413
0.014350891,1.849609375,1.333333333,2,1.199951172
0.017318726,1.787109375,1.333333333,1,1.091003418
0.012901306,1.698242188,0.666666667,2,0.970993042
0.013687134,1.698242188,0.666666667,2,1.044006348
0.011398315,1.849609375,0.666666667,2,1.032989502
2,2,2,2,2
0.010116577,1.823242188,1.333333333,2,1.099975586
0.013694763,1.849609375,0.666666667,2,0.958007813
0.013061523,1.698242188,2,2,1.124023438
0.011489868,1.704101563,0.666666667,2,1.035003662
0.013160706,1.787109375,0.666666667,2,1.027999878
0.016876221,1.642578125,1.333333333,2,1.218994141
0.010902405,0,1.333333333,1,1.130981445
0.005489349,1.763671875,0.666666667,2,1.041992188
0.01940918,1.787109375,2,2,1.187988281
0.01473999,1.952148438,0.666666667,2,1.080993652
0.013473511,1.698242188,1.333333333,2,1.036010742
0.013633728,1.90234375,0.666666667,2,0.970001221
0.013023376,1.860351563,0.666666667,2,0.929016113
0.015670776,1.747070313,1.333333333,2,1.070983887
0.006019592,1.698242188,1.333333333,1,1.032012939
0.011703491,1.764648438,0.666666667,2,0.960998535
0.016372681,1.760742188,2,2,1.093994141
0.010765076,1.283203125,1.333333333,2,1.088989258
0.017700195,1.912109375,2,2,1.310058594
0.019989014,1.880859375,2,2,1.354003906
0.014442444,1.735351563,0.666666667,2,0.972000122
0.007545471,1.698242188,0.666666667,2,0.957000732
0.010116577,1.747070313,1.333333333,2,1.050994873
0.016448975,1.698242188,2,1,1.219970703
0.030380249,1.849609375,0.666666667,2,1.090026855
0.010604858,1.787109375,0.666666667,2,0.996999741
0.015991211,1.698242188,2,1,1.117004395
0.017807007,1.82421875,0.666666667,1,1.024002075
0.014976501,1.698242188,0.666666667,2,0.944000244
0.006752014,1.796875,1.333333333,2,1.199951172
0.006118774,1.787109375,0.666666667,2,0.973999023
0.020233154,1.787109375,0.666666667,2,1.009002686
0.01448822,1.82421875,1.333333333,2,1.083984375
0.012641907,1.698242188,0.666666667,2,1.006000519
0.009391785,1.764648438,0.666666667,2,1.104980469
0.012756348,1.698242188,0.666666667,2,1
0.013534546,1.787109375,1.333333333,2,1.192993164
0.011260986,1.8125,0.666666667,1,0.972000122
0.01991272,1.698242188,0.666666667,2,0.962005615
0.012359619,0,1.333333333,2,1.172973633
0.009315491,1.760742188,1.333333333,1,1.057006836
0.005405426,1.6484375,1.333333333,2,1.031005859
0.013710022,1.7734375,1.333333333,2,1.029998779
0.011680603,1.58984375,1.333333333,2,1.005001068
0.009605408,1.7734375,2,2,1.072998047
0.009002686,1.7734375,1.333333333,1,1.088012695
0.010505676,1.141601563,1.333333333,2,0.954986572
0.005622864,1.7734375,2,2,1.126953125
0.026702881,1.7734375,2,2,1.112976074
0.005931854,1.763671875,1.333333333,1,1.106018066
0.006641388,1.478515625,1.333333333,2,1.013999939
0.007385254,1.7734375,1.333333333,2,1.067016602
0.010635376,1.793945313,2,2,1.07800293
0.012367249,1.7734375,2,1,1.109008789
0.008628845,1.885742188,1.333333333,2,1.145019531
0.005912781,1.6484375,1.333333333,2,0.941986084
0.007743835,1.7734375,1.333333333,2,0.963989258
0.007553101,1.671875,2,2,1.103027344
0.007694244,1.6484375,1.333333333,2,0.957000732
0.008522034,1.7734375,1.333333333,2,0.949005127
0.014648438,1.7734375,1.333333333,2,0.987998962
0.010353088,0,1.333333333,1,0.975006104
0.006950378,1.795898438,1.333333333,2,1.04699707
0.008880615,1.7734375,1.333333333,2,0.979995728
0.136474609,1.7734375,2,2,1.144042969
0.007667542,0,0.666666667,2,1.036987305
0.00994873,1.311523438,1.333333333,2,1.053985596
0.009017944,1.7734375,2,1,1.131958008
0.004753113,1.311523438,1.333333333,1,1.086975098
0.013061523,0,1.333333333,2,1.002000809
0.001714706,1.67578125,1.333333333,2,1.058990479
0.007381439,1.701171875,1.333333333,1,0.993999481
0.005802155,1.643554688,2,2,1.037994385
0.008354187,1.310546875,1.333333333,2,1.008003235
0.009941101,1.7734375,1.333333333,1,1.122009277
0.006965637,1.7734375,1.333333333,2,0.963012695
0.01461792,1.6015625,1.333333333,2,1.018005371
0.026535034,1.595703125,1.333333333,2,1.036010742
0.006240845,1.7734375,1.333333333,2,1.036010742
0.019393921,1.415039063,1.333333333,2,1.065002441
0.012245178,1.793945313,2,1,1.086975098
0.004966736,1.545898438,1.333333333,2,0.972000122
0.014198303,1.141601563,1.333333333,2,0.95098877
0.006607056,1.58984375,1.333333333,1,0.963989258
0.004886627,1.696289063,1.333333333,2,0.991996765
0.004714966,1.717773438,2,2,1.128051758
0.014923096,1.793945313,2,2,1.072998047
0.008781433,1.389648438,1.333333333,1,0.966003418
0.009872437,1.7734375,1.333333333,2,1.061004639
0.010154724,1.7734375,1.333333333,2,1.018005371
0.006881714,1.141601563,2,2,0.997999191
0.014289856,1.885742188,1.333333333,2,1.055999756
0.010093689,1.84375,1.333333333,2,1.024993896
0.008262634,1.7734375,1.333333333,2,1.037994385
0.004398346,1.637695313,2,2,1.139038086
0.014373779,1.7734375,2,1,1.041992188
0.008300781,1.7734375,1.333333333,2,1.080993652
0.008132935,1.7734375,1.333333333,2,0.970001221
0.009315491,1.793945313,1.333333333,2,1.036987305
0.010116577,1.823242188,1.333333333,2,1.099975586
2,2,2,2,2
0.004886627,1.44921875,1.333333333,2,0.967010498
0.008605957,1.7734375,1.333333333,2,1.010002136
0.003278732,1.7734375,1.333333333,2,1.01600647
0.021102905,1.752929688,1.333333333,2,1.049987793
0.011367798,1.6484375,0.666666667,2,1.031005859
0.006629944,0,2,1,1.018005371
0.006313324,1.643554688,1.333333333,2,1.061004639
0.011642456,1.576171875,1.333333333,2,1.013000488
0.010536194,1.501953125,1.333333333,2,1.170043945
0.016067505,1.7734375,2,2,0.959014893
0.010551453,1.827148438,1.333333333,2,1.182983398
0.014381409,1.885742188,1.333333333,2,0.934997559
0.007629395,1.487304688,2,2,1.055999756
0.008796692,1.7734375,2,1,1.032012939
0.009819031,1.6484375,1.333333333,2,0.977005005
0.020385742,1.793945313,1.333333333,2,0.975997925
0.003465652,1.141601563,2,2,1.032012939
0.008934021,1.84375,1.333333333,2,1.027999878
0.007205963,1.744140625,1.333333333,2,1.172973633
0.014610291,1.885742188,1.333333333,2,1.020004272
0.016555786,1.7734375,1.333333333,2,1
0.002090454,1.7734375,2,2,0.95401001
0.012039185,1.422851563,1.333333333,1,1.061004639
0.015670776,1.793945313,1.333333333,2,1.168945313
0.008255005,1.389648438,1.333333333,2,1.009002686
0.00819397,1.7734375,1.333333333,1,1.062011719
0.008804321,1.696289063,1.333333333,1,1.061004639
0.01739502,1.7734375,1.333333333,2,1.032012939
0.003154755,1.739257813,2,2,1.086975098
0.002063751,1.657226563,1.333333333,2,1.020996094
0.010353088,1.7734375,1.333333333,2,1.04699707
0.015441895,1.696289063,2,2,0.998999596
0.008476257,1.7734375,1.333333333,2,1.029006958
0.008666992,1.6484375,1.333333333,2,1.109985352
0.009590149,1.7734375,1.333333333,2,0.966003418
0.015083313,1.478515625,2,2,1.053009033
0.011184692,1.953125,1.333333333,1,1.140991211
0.280273438,1.7734375,1.333333333,2,1.010002136
0.009773254,0,0.666666667,2,1.031005859
0.011322021,1.654296875,2,1,1.052001953
0.012741089,1.454101563,2,2,1.090026855
0.013641357,1.45703125,2,2,1.08001709
0.007137299,1.822265625,2,2,1.252929688
0.007537842,1.434570313,1.333333333,2,0.960998535
0.007026672,1.434570313,0.666666667,1,0.987998962
0.009613037,1.190429688,2,2,1.125976563
0.006797791,1.45703125,1.333333333,2,0.958007813
0.008331299,1.559570313,1.333333333,2,0.955993652
0.007228851,1.774414063,2,1,1.022994995
0.003929138,1.924804688,0.666666667,2,1.045013428
0.005889893,1.559570313,2,2,0.995998383
0.010421753,1.634765625,1.333333333,2,0.922973633
0.020767212,1.477539063,1.333333333,1,0.931030273
0.007781982,1.3046875,2,2,1.011001587
0.00409317,1.454101563,2,2,1.130981445
0.008453369,1.45703125,2,2,1.093017578
0.00554657,1.776367188,1.333333333,2,0.973007202
0.010162354,1.454101563,2,2,1.156982422
0.010414124,1.45703125,2,2,1.106994629
0.011825562,1.58203125,2,2,1.098022461
0.009468079,0,2,1,1.109985352
0.009666443,1.80859375,2,2,1.053009033
0.01600647,1.45703125,2,2,1.114990234
0.013832092,1.434570313,1.333333333,2,0.979995728
0.004402161,0,0,2,0.997999191
0.005317688,1.276367188,2,2,1.067016602
0.008255005,1.434570313,1.333333333,1,0.937011719
0.008247375,1.124023438,2,1,0.990997314
0.006217957,0,2,2,1.175048828
0.002418518,1.634765625,2,2,0.983001709
0.005249023,1.540039063,2,1,1.09197998
0.006069183,1.466796875,1.333333333,2,0.998999596
0.006748199,1.973632813,2,2,1.067993164
0.01411438,1.58203125,2,1,0.991996765
0.00831604,1.45703125,2,2,1.064025879
0.010055542,1.829101563,0.666666667,2,1.037994385
0.004341125,1.71484375,2,2,1.103027344
0.0078125,1.434570313,2,2,1.016998291
0.009185791,1.821289063,2,2,1.057006836
0.006965637,1.509765625,1.333333333,1,0.946014404
0.004863739,1.801757813,2,2,1.270996094
0.011489868,1.190429688,2,2,1.135009766
0.004798889,1.822265625,2,1,1.316894531
0.008399963,1.524414063,2,2,1.072998047
0.010414124,1.478515625,1.333333333,2,0.963012695
0.020935059,1.509765625,1.333333333,2,0.966003418
0.013847351,1.900390625,2,1,1.291015625
0.009086609,1.434570313,2,2,0.993999481
0.011314392,1.453125,0.666666667,2,0.945007324
0.005500793,1.190429688,1.333333333,2,0.957000732
0.010414124,1.3046875,2,2,0.959991455
0.0064888,1.573242188,0.666666667,2,1.018005371
0.006912231,1.434570313,2,2,1.04598999
0.006137848,1.793945313,1.333333333,2,0.940002441
0.048522949,1.559570313,1.333333333,1,0.970993042
0.0054245,1.434570313,2,2,0.963989258
0.011405945,1.434570313,2,2,1.059997559
0.014076233,1.634765625,2,2,1.01499939
0.013694763,1.849609375,0.666666667,2,0.958007813
0.004886627,1.44921875,1.333333333,2,0.967010498
2,2,2,2,2
0.006061554,1.80078125,0.666666667,2,1.005001068
0.007858276,1.453125,2,2,1.059997559
0.010490417,1.599609375,2,2,1.065002441
0.012153625,1.283203125,0,2,0.963989258
0.011741638,0,1.333333333,1,0.966003418
0.003105164,1.466796875,2,2,0.947998047
0.014709473,1.559570313,0.666666667,2,0.970001221
0.011703491,1.918945313,2,2,0.970993042
0.007614136,1.434570313,1.333333333,2,1
0.007080078,1.572265625,2,2,0.996999741
0.007293701,1.478515625,2,2,1.081970215
0.011108398,1.822265625,1.333333333,2,0.959014893
0.006175995,1.434570313,1.333333333,1,1.022994995
0.012229919,1.454101563,2,2,1.188964844
0.010154724,1.509765625,0.666666667,2,1.016998291
0.002664566,1.190429688,1.333333333,2,0.979995728
0.010215759,1.573242188,0.666666667,2,0.957000732
0.009887695,1.763671875,0.666666667,2,0.98399353
0.011428833,1.3046875,2,2,1.026000977
0.008071899,1.434570313,2,2,0.959991455
0.000748634,1.45703125,1.333333333,2,0.996999741
0.008598328,1.80078125,0.666666667,1,0.957000732
0.012405396,1.634765625,2,2,0.946014404
0.028289795,1.924804688,2,2,1.130004883
0.006637573,1.434570313,0.666666667,1,0.988998413
0.014877319,1.524414063,2,1,0.964996338
0.009513855,1.434570313,2,2,1.011001587
0.005226135,1.462890625,1.333333333,2,0.932006836
0.004810333,1.76171875,2,2,0.970001221
0.013465881,1.8984375,2,2,0.946990967
0.01071167,1.524414063,1.333333333,2,0.970993042
0.008178711,1.434570313,2,2,0.924987793
0.009063721,1.454101563,2,2,0.983001709
0.005157471,1.434570313,2,2,1.124023438
0.004383087,1.924804688,1.333333333,2,0.942993164
0.007328033,1.447265625,2,1,0.983001709
0.00933075,1.434570313,2,2,0.986999512
0.007709503,0,0,2,0.963989258
0.009239197,1.509765625,1.333333333,1,0.972000122
0.008102417,1.090820313,0.666666667,2,1.044006348
0.009040833,1.390625,0.666666667,2,1.062011719
0.077697754,1.868164063,0.666666667,2,1.096984863
0.005947113,1.390625,1.333333333,2,1.145996094
0.011962891,1.390625,2,1,1.137939453
0.006603241,0.935546875,0.666666667,2,1.070983887
0.004283905,1.390625,1.333333333,2,1.075012207
0.021682739,1.390625,1.333333333,2,1.109985352
0.004333496,1.685546875,0.666666667,1,1.053985596
0.074768066,1.841796875,2,2,1.396972656
0.007652283,1.390625,0.666666667,2,1.078979492
0.013465881,1.390625,1.333333333,2,1.032012939
0.011550903,1.408203125,1.333333333,1,1.055999756
0.007041931,1.236328125,0.666666667,2,1.085998535
0.005649567,1.090820313,0.666666667,2,0.987998962
0.00712204,1.390625,0.666666667,2,1.031005859
0.006080627,1.671875,1.333333333,2,1.145019531
0.00434494,1.090820313,0.666666667,2,0.986000061
0.01008606,1.390625,0.666666667,2,1.013000488
0.00737381,1.390625,0.666666667,2,1.032012939
0.014862061,0,0.666666667,1,1.036987305
0.00856781,1.705078125,0.666666667,2,1.012001038
0.004962921,1.390625,0.666666667,2,1.020004272
0.004745483,1.390625,1.333333333,2,1.067993164
0.006912231,0,1.333333333,2,1.178955078
0.009140015,1.001953125,0.666666667,2,1.150024414
0.007369995,1.390625,1.333333333,1,1.124023438
0.008468628,0.9921875,0.666666667,1,1.197998047
0.008354187,0,0.666666667,2,1.033996582
0.007102966,1.6640625,0.666666667,2,1.035003662
0.005805969,1.686523438,0.666666667,1,1.013999939
0.050384521,1.200195313,1.333333333,2,1.109985352
0.012756348,1.750976563,0.666666667,2,1.116027832
0.015716553,1.390625,0.666666667,1,0.991996765
0.006309509,1.390625,0.666666667,2,0.957000732
0.075439453,1.744140625,2,2,1.405029297
0.011116028,1.956054688,0.666666667,2,1.104003906
0.004543304,1.390625,0.666666667,2,1.011001587
0.011833191,1.717773438,0.666666667,2,1.031005859
0.011581421,1.390625,1.333333333,1,1.01600647
0.082397461,1.892578125,0.666666667,2,0.983001709
0.006889343,0.935546875,0.666666667,2,0.927978516
0.082092285,1.868164063,0.666666667,1,1.002000809
0.004825592,1.20703125,0.666666667,2,1.018997192
0.003505707,1.325195313,1.333333333,2,1.026000977
0.043701172,1.390625,1.333333333,2,1.052001953
0.030715942,1.737304688,0.666666667,1,0.98399353
0.012619019,1.390625,0.666666667,2,1.090026855
0.014068604,1.408203125,2,2,1.135009766
0.011260986,0.935546875,1.333333333,2,1.116027832
0.028579712,1.236328125,0.666666667,2,1.062011719
0.022079468,1.673828125,2,2,1.312011719
0.004272461,1.390625,0.666666667,2,1.018005371
0.004436493,1.627929688,1.333333333,2,1.035003662
0.021453857,1.390625,1.333333333,1,1.208007813
0.00793457,1.390625,0.666666667,2,1.078979492
0.011978149,1.390625,0.666666667,2,0.979003906
0.005931854,1.390625,0.666666667,2,0.990997314
0.013061523,1.698242188,2,2,1.124023438
0.008605957,1.393554688,1.333333333,2,1.010002136
0.006061554,1.80078125,0.666666667,2,1.005001068
2,2,2,2,2
0.007919312,1.408203125,0.666666667,2,0.979003906
0.010101318,1.786132813,0.666666667,2,1.124023438
0.004692078,1.090820313,1.333333333,2,1.098999023
0.007511139,0,1.333333333,1,1.128051758
0.003576279,1.200195313,0.666666667,2,1.011001587
0.017791748,1.576171875,2,2,1.208984375
0.026596069,1.752929688,0.666666667,2,0.981994629
0.012306213,1.390625,1.333333333,2,1.04901123
0.007328033,1.73046875,0.666666667,2,0.98399353
0.009117126,1.236328125,0.666666667,2,0.986000061
0.006961823,1.942382813,1.333333333,2,1.093994141
0.005565643,1.390625,1.333333333,1,1.001000404
0.00617981,1.090820313,0.666666667,2,0.967987061
0.023101807,1.390625,2,2,1.229980469
0.005828857,0.935546875,1.333333333,2,1.058990479
0.009895325,1.673828125,2,2,1.140014648
0.035308838,1.646484375,2,2,1.075012207
0.008796692,1.236328125,0.666666667,2,1.026000977
0.009162903,1.390625,0.666666667,2,1.104980469
0.002664566,1.390625,1.333333333,2,1.053009033
0.012573242,1.786132813,2,1,1.161010742
0.0076828,1.390625,0.666666667,2,0.962005615
0.013900757,1.84375,0.666666667,2,1.096008301
0.012588501,1.390625,2,1,1.145019531
0.008087158,1.20703125,0.666666667,1,0.993999481
0.014289856,1.390625,0.666666667,2,1.026992798
0.001757622,1.711914063,1.333333333,2,1.04901123
0.002477646,1.657226563,0.666666667,2,1.055999756
0.008735657,1.956054688,0.666666667,2,1.109985352
0.046783447,1.20703125,1.333333333,2,1.088989258
0.014648438,1.390625,0.666666667,2,1.157958984
0.008201599,1.090820313,0.666666667,2,1.133056641
0.00661087,1.390625,0.666666667,2,1.07800293
0.010215759,1.841796875,1.333333333,2,1.106994629
0.009300232,1.391601563,0.666666667,1,0.993999481
0.008605957,1.390625,0.666666667,2,1.012001038
0.009567261,0,1.333333333,2,1.112976074
0.007926941,1.638671875,1.333333333,1,0.975997925
0.006515503,1.530273438,2,2,1.117004395
0.008544922,1.916992188,2,2,1.145996094
0.010223389,1.513671875,2,2,1.119995117
0.034240723,1.916992188,1.333333333,2,1.085021973
0.008918762,1.916992188,0.666666667,1,1.067993164
0.005119324,1.396484375,2,2,1.08001709
0.027908325,1.916992188,1.333333333,2,1.045013428
0.008094788,1.69921875,1.333333333,2,1.078979492
0.007190704,1.69140625,2,1,1.012001038
0.011436462,1.528320313,0.666666667,2,1.027999878
0.004955292,1.654296875,2,2,1.013000488
0.005512238,1.680664063,1.333333333,2,1.01600647
0.008224487,1.922851563,1.333333333,1,1.053985596
0.005977631,1.767578125,2,2,0.967010498
0.004489899,1.611328125,2,2,1.037994385
0.004428864,1.916992188,2,2,1.114013672
0.005767822,1.678710938,1.333333333,2,0.988998413
0.004577637,1.611328125,2,2,1.031005859
0.004566193,1.916992188,2,2,1.091003418
0.010002136,1.727539063,2,2,1.130981445
0.010993958,0,2,1,1.116027832
0.016952515,1.7109375,2,2,1.013000488
0.004051208,1.916992188,2,2,1.135009766
0.017654419,1.916992188,1.333333333,2,1.062011719
0.005146027,0,0,2,1.083984375
0.003635406,1.448242188,2,2,1.041992188
0.006290436,1.916992188,1.333333333,1,1.070007324
0.005271912,1.47265625,2,1,1.033996582
0.010223389,0,2,2,0.988998413
0.017715454,1.671875,2,2,0.975997925
0.004871368,1.686523438,2,1,1.16796875
0.009010315,1.744140625,1.333333333,2,1.157958984
0.006252289,1.317382813,2,2,0.967010498
0.006103516,1.727539063,2,1,1.001000404
0.020446777,1.916992188,2,2,1.139038086
0.010749817,1.52734375,0.666666667,2,1.041992188
0.010124207,1.826171875,2,2,1.01499939
0.0103302,1.916992188,2,2,0.988998413
0.005889893,1.428710938,2,2,0.996999741
0.005649567,1.916992188,1.333333333,1,1.052001953
0.003667831,1.44921875,2,2,1.029998779
0.007022858,1.396484375,2,2,0.994998932
0.006988525,1.513671875,2,1,1.018997192
0.00737381,1.603515625,2,2,1.119995117
0.004295349,1.916992188,1.333333333,2,1.006999969
0.011886597,1.916992188,1.333333333,2,1.016998291
0.003801346,1.303710938,2,1,1.009002686
0.008796692,1.916992188,2,2,0.989997864
0.011230469,2,0.666666667,2,1.057006836
0.004047394,1.396484375,1.333333333,2,1.189941406
0.007644653,1.713867188,2,2,1.104980469
0.007896423,1.68359375,0.666666667,2,0.997999191
0.017471313,1.916992188,2,2,1.037994385
0.00198555,1.662109375,1.333333333,2,1.027999878
0.008232117,1.654296875,1.333333333,1,0.989997864
0.006748199,1.916992188,2,2,1.008003235
0.004680634,1.916992188,2,2,1.07598877
0.007980347,1.680664063,2,2,1.045013428
0.011489868,1.704101563,0.666666667,2,1.035003662
0.003278732,1.7734375,1.333333333,2,1.01600647
0.007858276,1.453125,2,2,1.059997559
0.007919312,1.408203125,0.666666667,2,0.979003906
2,2,2,2,2
0.006000519,1.762695313,2,2,1.006999969
0.006706238,1.611328125,0,2,1.018997192
0.00610733,0,1.333333333,1,1.058013916
0.001568794,1.744140625,2,2,0.991996765
0.010757446,1.586914063,0.666666667,2,1.035003662
0.007659912,1.463867188,2,2,0.967010498
0.008911133,1.916992188,1.333333333,2,1.193969727
0.006568909,1.740234375,2,2,1.013999939
0.007141113,1.653320313,2,2,1.078979492
0.003692627,1.498046875,1.333333333,2,1.081970215
0.002147675,1.916992188,1.333333333,1,1.182006836
0.010314941,1.611328125,2,2,1.112976074
0.009346008,1.916992188,0.666666667,2,1.091003418
0.007167816,1.396484375,1.333333333,2,0.972000122
0.003448486,1.68359375,0.666666667,2,1.037994385
0.004882813,1.650390625,0.666666667,2,0.960998535
0.008407593,1.767578125,2,2,0.966003418
0.004814148,1.916992188,2,2,1.042999268
0.002613068,1.916992188,1.333333333,2,1.135009766
0.015464783,1.431640625,0.666666667,1,1.01499939
0.011390686,1.680664063,2,2,0.991996765
0.00592804,1.41015625,2,2,1.057006836
0.008010864,1.916992188,0.666666667,1,0.98500061
0.007919312,1.603515625,2,1,0.989997864
0.005458832,1.916992188,2,2,0.988998413
0.005332947,1.745117188,1.333333333,2,0.991996765
0.003515244,1.6640625,2,2,1.090026855
0.01146698,1.2578125,2,2,1.002000809
0.006614685,1.603515625,1.333333333,2,1.156005859
0.009902954,1.916992188,2,2,1.050994873
0.006435394,1.611328125,2,2,0.986000061
0.009643555,1.916992188,2,2,1.173950195
0.011116028,1.528320313,1.333333333,2,1.006000519
0.007675171,1.84765625,2,1,1.002000809
0.006988525,1.916992188,2,2,1
0.0037117,0,0,2,1.01600647
0.00668335,1.638671875,1.333333333,1,0.979003906
0.007316589,1.700195313,2,2,1.106018066
0.011016846,1.752929688,2,2,1.054992676
0.010505676,1.541992188,2,2,1.141967773
0.006629944,1.752929688,1.333333333,2,1.052001953
0.013633728,1.752929688,0.666666667,1,1.111022949
0.013458252,1.549804688,2,2,1.070983887
0.006351471,1.752929688,1.333333333,2,0.947998047
0.01651001,1.909179688,1.333333333,2,1.088989258
0.00446701,1.837890625,2,1,1.111022949
0.006275177,1.641601563,0.666666667,2,1.119995117
0.007019043,1.909179688,2,2,1.093994141
0.014427185,1.909179688,1.333333333,2,0.973007202
0.006599426,1.8515625,1.333333333,1,1.005001068
0.010795593,1.502929688,2,2,1.135009766
0.008476257,1.646484375,2,2,0.989997864
0.008460999,1.752929688,2,2,0.95199585
0.006782532,1.887695313,1.333333333,2,0.994998932
0.004356384,1.646484375,2,2,0.995998383
0.009262085,1.752929688,2,2,0.970993042
0.009498596,1.909179688,2,2,0.967010498
0.008712769,0,2,1,0.983001709
0.00724411,1.84375,2,2,1.07598877
0.00610733,1.752929688,2,2,0.957000732
0.007263184,1.752929688,1.333333333,2,1.04699707
0.016342163,0,0,2,1.080993652
0.018585205,1.654296875,2,2,1.219970703
0.010292053,1.752929688,1.333333333,1,1.037994385
0.007610321,1.471679688,2,1,1.198974609
0.057312012,0,2,2,1.106018066
0.009635925,1.830078125,2,2,0.994998932
0.010414124,1.799804688,2,1,1.009002686
0.004920959,1.747070313,1.333333333,2,1.01600647
0.011871338,1.865234375,2,2,1.188964844
0.011024475,1.909179688,2,1,0.98399353
0.012153625,1.752929688,2,2,0.986999512
0.012084961,1.647460938,0.666666667,2,1.061004639
0.014793396,1.686523438,2,2,1.232055664
0.004253387,1.752929688,2,2,1.037994385
0.013656616,1.600585938,2,2,1.101989746
0.013809204,1.752929688,1.333333333,1,0.986999512
0.004989624,1.786132813,2,2,0.987998962
0.009239197,1.549804688,2,2,1.018997192
0.003177643,1.541992188,2,1,1.001000404
0.006595612,1.747070313,2,2,1.016998291
0.005626678,1.673828125,1.333333333,2,0.979003906
0.017654419,1.752929688,1.333333333,2,0.986999512
0.005939484,1.865234375,2,1,1.001000404
0.087890625,1.752929688,2,2,1.122009277
0.009590149,1.762695313,0.666666667,2,1.011001587
0.00945282,1.549804688,1.333333333,2,1.04901123
0.008659363,1.502929688,2,2,1.044006348
0.006656647,1.909179688,0.666666667,2,1.07800293
0.008995056,1.752929688,2,2,1.20703125
0.006454468,1.78125,1.333333333,2,0.979003906
0.015716553,1.909179688,1.333333333,1,1.099975586
0.006580353,1.752929688,2,2,1.122009277
0.014434814,1.752929688,2,2,1.005001068
0.009437561,1.909179688,2,2,0.964996338
0.013160706,1.787109375,0.666666667,2,1.027999878
0.021102905,1.752929688,1.333333333,2,1.049987793
0.010490417,1.599609375,2,2,1.065002441
0.010101318,1.786132813,0.666666667,2,1.124023438
0.006000519,1.762695313,2,2,1.006999969
2,2,2,2,2
0.011863708,1.40625,0,2,1.002000809
0.00920105,0,1.333333333,1,1.033996582
0.006427765,1.747070313,2,2,1.022994995
0.01473999,1.909179688,0.666666667,2,1.037994385
0.008834839,1.5859375,2,2,1.018997192
0.018737793,1.752929688,1.333333333,2,0.987998962
0.007762909,1.909179688,2,2,1.070007324
0.013977051,1.735351563,2,2,1.022994995
0.008247375,1.786132813,1.333333333,2,1.04598999
0.007446289,1.752929688,1.333333333,1,1.022994995
0.00743866,1.646484375,2,2,1.006000519
0.011062622,1.752929688,0.666666667,2,1.055999756
0.006755829,1.549804688,1.333333333,2,0.977005005
0.008850098,1.909179688,0.666666667,2,1.006999969
0.006465912,1.749023438,0.666666667,2,0.986000061
0.019042969,1.502929688,2,2,1.062011719
0.008148193,1.752929688,2,2,1.058013916
0.003974915,1.752929688,1.333333333,2,1.027999878
0.111938477,1.520507813,0.666666667,1,0.979003906
0.00737381,1.909179688,2,2,1.009002686
0.011268616,1.942382813,2,2,1.137939453
0.009567261,1.752929688,0.666666667,1,1.062988281
0.007835388,1.747070313,2,1,0.954986572
0.010925293,1.752929688,2,2,1.122009277
0.009757996,1.772460938,1.333333333,2,0.986000061
0.003219604,1.874023438,2,2,1.112976074
0.020126343,1.909179688,2,2,1.091003418
0.00894165,1.747070313,1.333333333,2,0.993000031
0.00944519,1.752929688,2,2,1.142944336
0.011367798,1.646484375,2,2,1.058013916
0.01512146,1.752929688,2,2,1.212036133
0.010185242,1.641601563,1.333333333,2,0.998999596
0.009506226,1.752929688,2,1,1.062988281
0.011314392,1.752929688,2,2,1.04598999
0.004989624,0,0,2,0.987998962
0.006202698,1.752929688,1.333333333,1,0.955993652
0.011795044,1.506835938,0,2,0.946990967
