"Rule (Marked Men, #1)",{'Novel'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
Mother Night,"{'Speculative fiction', 'Science Fiction', 'Novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Fall of the House of Usher and Other Tales ,{'Horror'},{'Horror'}
Harriet the Spy (Harriet the Spy #1),"{""Children's literature"", 'Spy fiction', 'Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Fantasy'}"
"Forever Odd (Odd Thomas, #2)","{'Psychology', 'Speculative fiction', 'Suspense'}","{'Mystery', 'Thriller', 'Fantasy', 'Sci-Fi'}"
"Watermelon (Walsh Family, #1)","{'Apocalyptic and post-apocalyptic fiction', 'Speculative fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Kitchen God's Wife,{},{}
Let the Right One In,"{'Horror', 'Gothic fiction'}","{'Thriller', 'Horror'}"
"The Rise of Nine (Lorien Legacies, #3)","{'Young adult literature', 'Science Fiction'}","{'Adventure', 'Sci-Fi'}"
Phantoms,"{'Speculative fiction', 'Mystery', 'Fiction', 'Suspense', 'Thriller', ""Children's literature"", 'Horror'}","{'Adventure', 'Sci-Fi', 'Horror', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)","{'Fiction', 'Speculative fiction', ""Children's literature""}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Nightshade (Nightshade #1; Nightshade World #4),{'Science Fiction'},{'Sci-Fi'}
Alice's Adventures in Wonderland,"{'Speculative fiction', 'Fiction', 'Fantasy', 'Absurdist fiction', ""Children's literature""}","{'Mystery', 'Adventure', 'Fantasy', 'Sci-Fi'}"
"Dragon Rider (Dragon Rider, #1)","{'Fantasy', 'High fantasy', 'Speculative fiction', ""Children's literature""}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)","{'Speculative fiction', 'Mystery', 'Comedy', 'Science', 'Fantasy', 'Comic novel', 'Fiction', 'Science Fiction'}","{'Adventure', 'Sci-Fi', 'Comedy', 'Mystery', 'Thriller', 'Fantasy', 'Documentary'}"
The Man in the Brown Suit,"{""Children's literature"", 'Mystery', 'Biography', 'Suspense', 'Autobiography', 'Fiction', 'Crime Fiction'}","{'Adventure', 'Sci-Fi', 'Biography', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
The Summons,{'Novel'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Bonfire of the Vanities,"{'Fiction', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Death on the Nile (Hercule Poirot, #17)","{'Suspense', 'Fiction', 'Mystery', 'Crime Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"Shiloh (Shiloh, #1)","{""Children's literature"", 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"The Redbreast (Harry Hole, #3)",{'Crime Fiction'},"{'Thriller', 'Crime'}"
Hide and Seek,"{'Mystery', 'Suspense', 'Detective fiction', 'Novel', 'Fiction', 'Crime Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
The Death and Life of Charlie St. Cloud,{'Novel'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Born in Fire (Born In Trilogy, #1)","{'Fiction', 'Thriller', 'Novel'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
Animal Dreams,"{'Romance novel', 'Fiction', 'Novel'}","{'Adventure', 'Adult', 'Sci-Fi', 'Romance', 'Fantasy'}"
Birdsong,"{'War novel', 'Fiction', 'Historical fiction'}","{'Adventure', 'History', 'Sci-Fi', 'War', 'Fantasy'}"
"Faith of the Fallen (Sword of Truth, #6)","{'Speculative fiction', 'Fantasy', 'High fantasy', 'Fiction', 'Science Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Keys to the Demon Prison (Fablehaven, #5)",{'Fantasy'},{'Fantasy'}
"4th of July (Women's Murder Club, #4)","{'Suspense', 'Fiction', 'Mystery', 'Crime Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"Real (Real, #1)","{'Romance novel', 'Mystery', 'Crime Fiction', 'Gothic fiction'}","{'Adult', 'Horror', 'Romance', 'Mystery', 'Thriller', 'Crime'}"
The Tenant of Wildfell Hall,"{'Epistolary novel', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi', 'Drama'}"
"Reckless (Thoughtless, #3)",{'Fantasy'},{'Fantasy'}
"The Grim Grotto (A Series of Unfortunate Events, #11)","{'Mystery', 'Absurdist fiction', 'Novel', 'Steampunk', 'Gothic fiction'}","{'Adventure', 'Sci-Fi', 'Horror', 'Mystery', 'Thriller', 'Fantasy'}"
"Bitten (Women of the Otherworld, #1)","{'Speculative fiction', 'Mystery', 'Fantasy', 'Adventure novel', 'Suspense', 'Romance novel', 'Fiction', 'Horror'}","{'Adventure', 'Adult', 'Sci-Fi', 'Horror', 'Romance', 'Mystery', 'Thriller', 'Fantasy'}"
The Portrait of a Lady,{'Novel'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Austenland (Austenland, #1)",{'Novel'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
Half of a Yellow Sun,"{'Fiction', 'Novel', 'Historical fiction'}","{'History', 'Adventure', 'Fantasy', 'Sci-Fi'}"
One Night at the Call Center,{'Fiction'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Running Man,"{'Dystopia', 'Speculative fiction', 'Science Fiction'}","{'Fantasy', 'Sci-Fi'}"
"Gilead (Gilead, #1)","{'Fiction', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Crying of Lot 49,"{'Speculative fiction', 'Novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"The Sword of Shannara (The Original Shannara Trilogy, #1)","{'Speculative fiction', 'Fiction', 'Fantasy', 'High fantasy', ""Children's literature"", 'Science Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Hannibal (Hannibal Lecter, #3)","{'Speculative fiction', 'Mystery', 'Fantasy', 'Suspense', 'Thriller', 'Fiction', 'Horror'}","{'Adventure', 'Sci-Fi', 'Horror', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"The Awakening / The Struggle (The Vampire Diaries, #1-2)","{'Novella', 'Romance novel', 'Reference', 'Novel', 'Fiction'}","{'Adventure', 'History', 'Adult', 'Sci-Fi', 'Romance', 'Fantasy', 'Documentary'}"
Fall on Your Knees,"{'Novella', 'Romance novel', 'Reference', 'Novel', 'Fiction'}","{'Adventure', 'History', 'Adult', 'Sci-Fi', 'Romance', 'Fantasy', 'Documentary'}"
"Mossflower (Redwall, #2)","{'Fantasy', ""Children's literature"", 'Speculative fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Furiously Happy: A Funny Book About Horrible Things,{},{}
"Magician: Master (The Riftwar Saga, #2)","{'Fantasy', 'Fiction', 'Science Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"On the Island (On the Island, #1)",{'Historical novel'},"{'History', 'War'}"
Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,"{'Speculative fiction', 'Historical fiction'}","{'History', 'Fantasy', 'Sci-Fi'}"
"Sahara (Dirk Pitt, #11)","{'Fiction', 'Techno-thriller', 'Adventure novel', ""Children's literature""}","{'Thriller', 'Adventure', 'Fantasy', 'Sci-Fi'}"
The Last Anniversary,{'Thriller'},"{'Mystery', 'Thriller', 'Crime'}"
"Hunger (Gone, #2)","{'Speculative fiction', 'Adventure novel', 'Alternate history', 'Young adult literature', 'Utopian and dystopian fiction', 'Science Fiction'}","{'History', 'Adventure', 'Fantasy', 'Sci-Fi'}"
"Revolution 2020: Love, Corruption, Ambition",{'Fiction'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Ramona Quimby, Age 8 (Ramona, #6)","{""Children's literature"", 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Blue Moon (The Immortals, #2)",{'Fantasy'},{'Fantasy'}
The Kissing Hand,"{'Gay novel', 'Novel'}","{'Adventure', 'Adult', 'Sci-Fi', 'Romance', 'Fantasy'}"
"Shift (Silo, #2)","{'Fantasy', 'Speculative fiction'}","{'Fantasy', 'Sci-Fi'}"
"Worth Dying For (Jack Reacher, #15)","{'Thriller', 'Novel'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
Look Me in the Eye: My Life with Asperger's,{'Mystery'},"{'Mystery', 'Thriller'}"
Sundays at Tiffany's,{'Romance novel'},"{'Adult', 'Romance'}"
"Captivated by You (Crossfire, #4)","{'Autobiographical novel', 'Erotica', 'Novel'}","{'Adventure', 'Adult', 'Sci-Fi', 'Biography', 'Fantasy'}"
Illusions: The Adventures of a Reluctant Messiah,"{'Speculative fiction', 'Biography', 'Spirituality', 'Self-help', 'Autobiography'}","{'Sci-Fi', 'Fantasy', 'Biography', 'Documentary'}"
"Soulless (Parasol Protectorate, #1)","{'Steampunk', 'Comedy of manners', 'Paranormal romance', 'Historical fantasy'}","{'History', 'Sci-Fi', 'Horror', 'Romance', 'Drama'}"
"Just One Day (Just One Day, #1)",{},{}
"Glass (Crank, #2)","{'Young adult literature', 'Speculative fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Memories of My Melancholy Whores,{'Novel'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Only Time Will Tell (The Clifton Chronicles, #1)",{},{}
Magical Thinking: True Stories,{'Fantasy'},{'Fantasy'}
"In the Hand of the Goddess (Song of the Lioness, #2)","{'Fantasy', ""Children's literature"", 'Speculative fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"3rd Degree (Women's Murder Club, #3)","{'Suspense', 'Fiction', 'Mystery', 'Crime Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
Bird by Bird: Some Instructions on Writing and Life,"{'Biography', 'Autobiography'}",{'Biography'}
"Shadowland (The Immortals, #3)","{'Speculative fiction', 'Horror', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi', 'Horror'}"
Heir to the Empire (Star Wars: The Thrawn Trilogy #1),"{'Speculative fiction', 'Science Fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Lioness Rampant (Song of the Lioness, #4)","{'Fantasy', ""Children's literature"", 'Speculative fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Outbreak (Dr. Marissa Blumenthal, #1)","{'Fiction', 'Speculative fiction', ""Children's literature""}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
You Can Heal Your Life,"{'Speculative fiction', 'Drama', 'Fantasy', 'Adventure novel', 'Novel', 'Psychology', 'Fiction', 'Science Fiction', 'Historical fiction'}","{'Adventure', 'History', 'Sci-Fi', 'Fantasy', 'Drama'}"
I Am Legend,"{'Zombies in popular culture', 'Speculative fiction', 'Apocalyptic and post-apocalyptic fiction', 'Catastrophic literature', 'Dystopia', 'Vampire fiction', 'Fiction', 'Science Fiction', 'Horror'}","{'Adventure', 'Fantasy', 'Sci-Fi', 'Horror'}"
"Dealing with Dragons (Enchanted Forest Chronicles, #1)","{'Fantasy', 'Speculative fiction'}","{'Fantasy', 'Sci-Fi'}"
"Running Blind (Jack Reacher, #4)","{'Mystery', 'Suspense', 'Thriller', 'Novel', 'Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
The Yiddish Policemen's Union,"{'Fiction', 'Alternate history', 'Novel'}","{'History', 'Adventure', 'Fantasy', 'Sci-Fi'}"
The Turn of the Screw,"{'Novella', 'Fiction', 'Horror'}","{'Adventure', 'Fantasy', 'Sci-Fi', 'Horror'}"
The Mote in God's Eye,"{'Speculative fiction', 'Science Fiction', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Wicked: The Grimmerie,"{'Fantasy', 'Speculative fiction', 'Parallel novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Release Me (Stark Trilogy, #1)","{'Satire', 'Novel'}","{'Adventure', 'Sci-Fi', 'Comedy', 'Fantasy', 'Drama'}"
Wedding Night,"{""Children's literature"", 'Novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Pollyanna (Pollyanna, #1)","{'Fiction', ""Children's literature"", 'Historical fiction'}","{'History', 'Adventure', 'Fantasy', 'Sci-Fi'}"
The Lost Boy (Dave Pelzer #2),"{'Young adult literature', 'Romance novel'}","{'Adult', 'Adventure', 'Romance'}"
The Associate,"{'Thriller', 'Novel'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"Rules of Attraction (Perfect Chemistry, #2)","{'Satire', 'Black comedy'}","{'Comedy', 'Drama'}"
The Merry Adventures of Robin Hood,"{""Children's literature"", 'Historical fiction'}","{'Adventure', 'Fantasy', 'History'}"
Less Than Zero,{'Fiction'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
Someone Knows My Name,{'Historical novel'},"{'History', 'War'}"
"Rachel's Holiday (Walsh Family, #2)","{'Romance novel', 'Mystery', 'Crime Fiction', 'Gothic fiction'}","{'Adult', 'Horror', 'Romance', 'Mystery', 'Thriller', 'Crime'}"
The Caves of Steel (Robot #1),"{'Speculative fiction', 'Mystery', 'Fiction', 'Fantasy', ""Children's literature"", 'Science Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Fantasy'}"
"Dance Dance Dance (The Rat, #4)","{'Speculative fiction', 'Novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"The Mouse and the Motorcycle (Ralph S. Mouse, #1)","{""Children's literature"", 'Novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)","{'Zombies in popular culture', 'Zombie', 'Apocalyptic and post-apocalyptic fiction', 'Young adult literature', 'Dystopia'}","{'Adventure', 'Sci-Fi', 'Horror'}"
"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)","{'Speculative fiction', 'Fiction', 'Fantasy', 'High fantasy', ""Children's literature""}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Velocity,"{'Suspense', 'Speculative fiction', 'Mystery', 'Crime Fiction'}","{'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"Reaper Man (Discworld, #11; Death, #2)","{'Fantasy', 'Speculative fiction', 'Science Fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Piercing the Darkness (Darkness, #2)",{},{}
On Beauty,"{'Romance novel', 'Fiction', 'Novel'}","{'Adventure', 'Adult', 'Sci-Fi', 'Romance', 'Fantasy'}"
"Out of the Silent Planet (Space Trilogy, #1)","{'Speculative fiction', 'Science Fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Charlie and the Great Glass Elevator (Charlie Bucket, #2)","{'Speculative fiction', 'Fiction', 'Fantasy', ""Children's literature"", 'Science Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Wasp Factory,"{'Fiction', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Haunting of Hill House,"{'Fiction', 'Horror', 'Gothic fiction'}","{'Adventure', 'Sci-Fi', 'Horror', 'Thriller', 'Fantasy'}"
"Little Town on the Prairie  (Little House, #7)","{'Fiction', 'Young adult literature', ""Children's literature"", 'Historical fiction'}","{'History', 'Adventure', 'Fantasy', 'Sci-Fi'}"
I Capture the Castle,"{'Romance novel', 'Fiction', 'Comedy', 'Novel'}","{'Adventure', 'Adult', 'Sci-Fi', 'Comedy', 'Romance', 'Fantasy'}"
"Destined (House of Night, #9)","{'Fantasy', 'Young adult literature', 'Paranormal romance'}","{'Romance', 'Adventure', 'Fantasy', 'Horror'}"
Women,{'Fiction'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
"The Bourne Ultimatum (Jason Bourne, #3)","{'Spy fiction', 'Fiction', 'Thriller'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"Fool's Errand (Tawny Man, #1)","{'Fantasy', 'Speculative fiction'}","{'Fantasy', 'Sci-Fi'}"
"Peter and the Starcatchers (Peter and the Starcatchers, #1)",{'Speculative fiction'},"{'Fantasy', 'Sci-Fi'}"
Collapse: How Societies Choose to Fail or Succeed,{'History'},"{'History', 'War'}"
Possession,"{'Speculative fiction', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Without Remorse (Jack Ryan Universe, #1)","{'Mystery', 'Suspense', 'Thriller', 'Novel', 'Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
Ghost Story,"{'Speculative fiction', 'Horror', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi', 'Horror'}"
"The Penultimate Peril (A Series of Unfortunate Events, #12)","{'Mystery', 'Absurdist fiction', 'Novel', 'Steampunk', 'Fiction', 'Gothic fiction'}","{'Adventure', 'Sci-Fi', 'Horror', 'Mystery', 'Thriller', 'Fantasy'}"
I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,"{'Transgender and transsexual fiction', 'Fiction', 'Novel'}","{'Adult', 'Adventure', 'Fantasy', 'Sci-Fi'}"
"The End (A Series of Unfortunate Events, #13)","{""Children's literature"", 'Mystery', 'Absurdist fiction', 'Novel', 'Steampunk', 'Fiction', 'Gothic fiction'}","{'Adventure', 'Sci-Fi', 'Horror', 'Mystery', 'Thriller', 'Fantasy'}"
"Naked (The Blackstone Affair, #1)","{'Speculative fiction', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Runaway Bunny,"{""Children's literature"", 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Soul of the Fire (Sword of Truth, #5)","{'Speculative fiction', 'Fantasy', 'High fantasy', 'Fiction', 'Science Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Consider Phlebas (Culture, #1)","{'Speculative fiction', 'Science Fiction'}","{'Fantasy', 'Sci-Fi'}"
"The Vampire Armand (The Vampire Chronicles, #6)","{'Speculative fiction', 'Fiction', 'Fantasy', ""Children's literature"", 'Erotica', 'Horror', 'Gothic fiction'}","{'Adventure', 'Adult', 'Sci-Fi', 'Horror', 'Thriller', 'Fantasy'}"
"Forever Too Far (Rosemary Beach, #3; Too Far, #3)",{},{}
"A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3: Part 1 of 2)","{'Fantasy', 'Speculative fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Power of a Praying Wife,"{'Speculative fiction', 'Novel', 'Dystopia', 'Feminist science fiction', 'Utopian and dystopian fiction', 'Science Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Tropic of Cancer,"{'Autobiographical novel', 'Erotica', 'Novel'}","{'Adventure', 'Adult', 'Sci-Fi', 'Biography', 'Fantasy'}"
The Hour I First Believed,"{'Parallel novel', 'Drama', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi', 'Drama'}"
Circling the Sun,"{'Fiction', ""Children's literature"", 'Novel', 'Roman à clef'}","{'Biography', 'Adventure', 'Fantasy', 'Sci-Fi'}"
Travels with Charley: In Search of America,{'Travel literature'},{'Documentary'}
The Thief Lord,"{'Fantasy', ""Children's literature"", 'Speculative fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"World After (Penryn & the End of Days, #2)","{'Speculative fiction', 'Novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Brother Odd (Odd Thomas, #3)","{'Psychological novel', 'Speculative fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Snuff,{'Fantasy'},{'Fantasy'}
Saturday,{'Fiction'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Gone Tomorrow (Jack Reacher, #13)","{'Thriller', 'Novel'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"Bring Up the Bodies (Thomas Cromwell, #2)","{'Literary fiction', 'Historical fiction'}","{'Sci-Fi', 'Adventure', 'Fantasy', 'History'}"
"The Maze of Bones  (The 39 Clues, #1)","{'Adventure novel', ""Children's literature"", 'Mystery'}","{'Mystery', 'Thriller', 'Adventure', 'Fantasy'}"
"Forrest Gump (Forrest Gump, #1)","{""Children's literature"", 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Fall,{'Existentialism'},{}
Even Cowgirls Get the Blues,"{'Speculative fiction', 'Novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Son of a Witch (The Wicked Years, #2)","{'Fantasy', 'Speculative fiction', 'Parallel novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
On Chesil Beach,{'Fiction'},"{'Adventure', 'Fantasy', 'Sci-Fi'}"
"M is for Malice (Kinsey Millhone, #13)","{'Suspense', 'Speculative fiction', 'Mystery', 'Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Fantasy'}"
"Point of Origin (Kay Scarpetta, #9)",{'Crime Fiction'},"{'Thriller', 'Crime'}"
"Bloodsucking Fiends (A Love Story, #1)","{'Humour', 'Fiction'}","{'Sci-Fi', 'Adventure', 'Fantasy', 'Comedy'}"
"Losing Hope (Hopeless, #2)","{'Fiction', 'Thriller', 'Novel'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
Lisey's Story,"{'Fantasy', 'Speculative fiction', 'Horror'}","{'Fantasy', 'Sci-Fi', 'Horror'}"
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,{},{}
"Men at Arms (Discworld, #15; City Watch #2)","{'Fantasy', 'Speculative fiction', 'Science Fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
God Emperor of Dune (Dune Chronicles #4),"{'Fiction', 'Speculative fiction', 'Science Fiction', ""Children's literature""}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"The Valley of Horses (Earth's Children, #2)","{'Speculative fiction', 'Fantasy', 'Alternate history', 'Historical novel', 'Fiction', 'Historical fiction'}","{'Adventure', 'History', 'Sci-Fi', 'War', 'Fantasy'}"
Six Years,"{'Suspense', ""Children's literature"", 'Adventure novel', 'Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Fantasy'}"
"Ramona the Pest (Ramona, #2)","{""Children's literature"", 'Novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Geek Love,"{'Speculative fiction', 'Novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)","{'Young adult literature', ""Children's literature"", 'Speculative fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"New Spring (Wheel of Time, #0)","{'Fantasy', 'Speculative fiction'}","{'Fantasy', 'Sci-Fi'}"
The Litigators,{},{}
Fingersmith,"{'Historical fiction', 'Crime Fiction', 'Gothic fiction'}","{'Thriller', 'Crime', 'History', 'Horror'}"
A Year in Provence,"{'Sociology', 'Travel', 'Biography', 'Autobiography'}","{'Biography', 'Documentary'}"
The Miraculous Journey of Edward Tulane,{'Young adult literature'},{'Adventure'}
"Burned (Burned, #1)","{'Young adult literature', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Master of the Game,"{'Fiction', 'Thriller'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"The Body Farm (Kay Scarpetta, #5)","{'Speculative fiction', 'Mystery', 'Suspense', 'Fiction', 'Crime Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
"The Boy Next Door (Boy, #1)","{'Speculative fiction', 'Comedy', 'Suspense', 'Romance novel', 'Fiction'}","{'Adventure', 'Adult', 'Sci-Fi', 'Comedy', 'Romance', 'Mystery', 'Thriller', 'Fantasy'}"
"American Pastoral (The American Trilogy, #1)","{'Fiction', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Anathem,"{'Speculative fiction', 'Science Fiction'}","{'Fantasy', 'Sci-Fi'}"
"Hogfather (Discworld, #20; Death, #4)","{'Fantasy', 'Speculative fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
Open House,"{'Fiction', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Silver Star,"{""Children's literature"", 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"The Laughing Corpse (Anita Blake, Vampire Hunter, #2)","{'Speculative fiction', 'Mystery', 'Hardboiled', 'Fantasy', 'Suspense', 'Fiction', 'Horror'}","{'Adventure', 'Adult', 'Sci-Fi', 'Horror', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
Identical,{'Young adult literature'},{'Adventure'}
"Polar Bear, Polar Bear, What Do You Hear?","{'Fantasy', ""Children's literature""}","{'Adventure', 'Fantasy'}"
Demian. Die Geschichte von Emil Sinclairs Jugend,"{'Künstlerroman', ""Children's literature"", 'Speculative fiction', 'Novel', 'Fiction'}","{'Biography', 'Adventure', 'Fantasy', 'Sci-Fi'}"
"God Bless You, Mr. Rosewater","{'Speculative fiction', 'Novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
The Windup Girl,"{'Biopunk', 'Science Fiction'}",{'Sci-Fi'}
Batman: Arkham Asylum - A Serious House on Serious Earth,"{'Biopunk', 'Science Fiction'}",{'Sci-Fi'}
"The Magicians' Guild (Black Magician Trilogy, #1)","{'Fantasy', 'Speculative fiction'}","{'Fantasy', 'Sci-Fi'}"
"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",{},{}
"61 Hours (Jack Reacher, #14)","{'Thriller', 'Novel'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
Cut,"{'Young adult literature', ""Children's literature"", 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
George's Marvellous Medicine,"{'Speculative fiction', ""Children's literature""}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
A Thousand Acres,"{""Children's literature"", 'Novel', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"The Book of Three (The Chronicles of Prydain, #1)","{'Fantasy', ""Children's literature"", 'Speculative fiction', 'Fiction'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Plainsong (Plainsong, #1)","{'Speculative fiction', 'Novel'}","{'Adventure', 'Fantasy', 'Sci-Fi'}"
"Torn (Trylle, #2)",{'Paranormal romance'},"{'Romance', 'Horror'}"
"Evernight (Evernight, #1)","{'Fantasy', 'Young adult literature', 'Gothic fiction'}","{'Thriller', 'Adventure', 'Fantasy', 'Horror'}"
"Bad Luck and Trouble (Jack Reacher, #11)","{'Mystery', 'Suspense', 'Thriller', 'Novel', 'Fiction'}","{'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Crime', 'Fantasy'}"
The Iliad/The Odyssey,{'Poetry'},{'Drama'}
Papillon,{'Autobiographical novel'},{'Biography'}
